longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.83,37.27,8,4454,1058.0,2595,1027,4.5615,282600,<1H OCEAN
-117.68,33.65,6,10395,1915.0,4783,1811,5.928,239900,<1H OCEAN
-117.31,34.08,43,1697,387.0,1181,352,1.9234,74600,INLAND
-118.98,35.37,36,1562,398.0,1223,329,0.9675,47100,INLAND
-118.92,34.18,17,2400,352.0,1067,323,6.3522,259300,<1H OCEAN
-121.77,36.71,18,6601,1395.0,3562,1299,3.512,174800,<1H OCEAN
-118.44,33.98,21,18132,5419.0,7431,4930,5.3359,500001,<1H OCEAN
-119.63,34.42,42,1765,263.0,753,260,8.5608,500001,<1H OCEAN
-117.9,34.13,5,1126,316.0,819,311,1.5,139800,<1H OCEAN
-118.26,33.91,33,954,241.0,655,218,2.5882,92800,<1H OCEAN
-119.87,36.83,4,4833,784.0,2088,789,5.1781,122500,INLAND
-121.92,38.57,10,1320,246.0,898,228,1.9327,193800,INLAND
-117.9,34.09,39,1726,333.0,892,335,4.3409,191800,<1H OCEAN
-119.31,36.34,14,2985,607.0,2250,607,2.1602,65200,INLAND
-118.09,33.74,44,1671,390.0,871,367,4.6369,422200,NEAR OCEAN
-118.94,35.37,33,3372,741.0,2352,704,2.0643,57600,INLAND
-118.25,33.93,40,975,270.0,1068,270,0.9889,87500,<1H OCEAN
-121.77,37.22,16,1617,306.0,667,264,4.5221,191100,<1H OCEAN
-118.11,34.06,30,1547,436.0,1700,410,2.5488,187500,<1H OCEAN
-118.15,33.8,44,1886,399.0,1167,372,3.1042,219800,NEAR OCEAN
-122.22,37.37,26,440,202.0,322,218,5.1831,350000,NEAR OCEAN
-118.02,33.84,35,3473,563.0,2091,580,4.4821,214100,<1H OCEAN
-117.99,34.13,37,1568,371.0,1618,350,2.9605,129400,INLAND
-118.4,34.21,30,2453,544.0,1753,506,2.9803,191500,<1H OCEAN
-118.11,33.87,15,3254,598.0,1772,618,5.0417,240800,<1H OCEAN
-117.82,33.68,3,7105,1459.0,3068,1241,6.1395,358000,<1H OCEAN
-121.31,38.58,10,2421,580.0,962,497,2.5035,112500,INLAND
-118.32,34.1,28,1759,716.0,1463,620,1.7306,450000,<1H OCEAN
-122.09,37.68,29,2333,538.0,1120,540,2.4042,205600,NEAR BAY
-120.99,37.65,44,2848,623.0,1408,576,2.1487,86600,INLAND
-118.42,34.16,46,54,9.0,20,6,0.536,375000,<1H OCEAN
-123.34,39.39,18,2821,628.0,1636,615,2.3333,84000,<1H OCEAN
-122.07,37.7,39,1420,272.0,645,277,4.125,232500,NEAR BAY
-117.67,33.49,10,366,61.0,128,61,8.163,250000,<1H OCEAN
-121.49,38.5,30,1715,271.0,842,263,3.0313,87900,INLAND
-121.98,37.96,12,5048,1122.0,2209,1014,3.1573,126700,INLAND
-122.21,38.11,35,2122,400.0,1189,408,3.0962,124600,NEAR BAY
-122.33,38.29,14,3541,499.0,1577,459,5.3351,269900,NEAR BAY
-117.92,34.0,36,116,30.0,193,35,3.8125,136300,<1H OCEAN
-116.94,33.77,14,7240,1410.0,2708,1240,2.4145,137600,INLAND
-119.27,36.32,6,2881,518.0,1432,504,4.0806,110200,INLAND
-117.96,33.94,34,2228,399.0,1159,378,4.8906,228900,<1H OCEAN
-117.69,36.13,25,1709,439.0,632,292,1.7868,45500,INLAND
-122.45,38.51,18,1297,337.0,610,312,1.9441,184400,INLAND
-122.16,37.89,32,1779,241.0,721,258,8.7589,434500,NEAR BAY
-119.2,34.28,22,2362,601.0,1127,499,3.4006,219400,NEAR OCEAN
-118.33,33.98,30,3112,931.0,2739,841,1.6531,118500,<1H OCEAN
-118.49,34.27,34,4877,815.0,2521,781,5.5714,225900,<1H OCEAN
-118.32,34.0,50,3250,693.0,2300,675,1.95,112600,<1H OCEAN
-117.79,33.77,21,4349,553.0,1680,519,6.9014,439000,<1H OCEAN
-121.76,36.83,28,1445,268.0,1017,284,3.6693,211000,<1H OCEAN
-118.1,34.07,29,1179,313.0,1255,308,2.5964,176800,<1H OCEAN
-118.19,33.98,40,973,272.0,1257,258,2.8214,158000,<1H OCEAN
-118.53,34.09,37,5477,833.0,1925,757,8.1888,500001,<1H OCEAN
-120.47,37.29,16,749,222.0,1277,224,1.2054,60900,INLAND
-121.43,38.57,38,2507,446.0,888,448,4.0972,163700,INLAND
-118.31,33.92,35,1307,246.0,672,219,4.8456,146400,<1H OCEAN
-118.31,34.06,34,2470,1197.0,2326,1055,1.9038,325000,<1H OCEAN
-118.43,34.01,31,2526,528.0,1046,504,4.7009,500001,<1H OCEAN
-118.15,33.97,33,1903,469.0,1882,435,2.4071,170500,<1H OCEAN
-118.16,34.01,36,931,246.0,732,235,1.7679,142800,<1H OCEAN
-117.24,32.79,18,1741,602.0,508,283,3.2625,193800,NEAR OCEAN
-118.37,33.97,32,6699,1781.0,2725,1544,3.3889,285700,<1H OCEAN
-121.88,37.34,40,1547,625.0,1493,543,1.2887,212500,<1H OCEAN
-122.41,37.66,44,431,195.0,682,212,3.2833,233300,NEAR OCEAN
-117.25,32.79,27,848,300.0,455,298,3.0774,275000,NEAR OCEAN
-118.4,34.19,37,934,231.0,587,230,3.625,181300,<1H OCEAN
-117.39,34.38,4,7151,1295.0,3527,1170,3.5696,129700,INLAND
-117.79,33.56,36,2057,329.0,658,309,7.866,500001,<1H OCEAN
-122.12,37.71,35,1037,207.0,552,210,4.0,167900,NEAR BAY
-117.65,33.62,15,2708,410.0,1140,389,6.2899,275000,<1H OCEAN
-122.28,38.0,26,2335,413.0,980,417,3.4471,178900,NEAR BAY
-115.59,32.79,8,2183,307.0,1000,287,6.3814,159900,INLAND
-122.61,38.24,18,2933,481.0,1279,443,5.0849,188500,<1H OCEAN
-118.4,33.87,38,2398,431.0,911,392,5.2319,500001,<1H OCEAN
-119.24,35.67,32,3216,750.0,2639,709,2.0025,54700,INLAND
-122.41,37.6,31,4424,834.0,1915,817,4.1364,412000,NEAR OCEAN
-117.16,32.74,43,1437,406.0,692,379,3.1979,466700,NEAR OCEAN
-119.09,34.35,20,4725,881.0,2823,869,4.0122,214800,<1H OCEAN
-119.03,36.08,19,2736,549.0,1432,503,2.6944,67700,INLAND
-117.11,33.78,13,1914,339.0,930,304,4.1875,161200,INLAND
-117.85,33.79,46,1846,383.0,867,336,3.4234,200000,<1H OCEAN
-117.82,33.74,25,2720,680.0,1559,631,3.0958,137800,<1H OCEAN
-121.51,38.57,36,613,166.0,425,147,2.2031,93800,INLAND
-118.02,33.83,26,3616,892.0,2257,821,3.1497,217600,<1H OCEAN
-116.95,32.83,14,12517,2506.0,6389,2333,3.3081,168700,<1H OCEAN
-118.2,33.92,39,1050,217.0,895,207,3.1538,155600,<1H OCEAN
-117.08,32.59,30,144,52.0,220,48,2.3929,134400,NEAR OCEAN
-117.25,32.81,39,1846,350.0,765,329,3.9187,311900,NEAR OCEAN
-118.13,33.76,44,1543,463.0,652,406,4.25,439300,NEAR OCEAN
-121.3,38.66,21,3824,634.0,1818,600,3.712,139000,INLAND
-118.61,34.59,5,4028,896.0,2062,826,4.0579,167100,INLAND
-117.34,34.49,9,3293,585.0,1678,530,3.2941,98300,INLAND
-122.45,37.74,46,6429,1093.0,2535,1109,5.0887,335100,NEAR BAY
-122.48,37.75,51,2095,410.0,1126,429,4.4,318400,NEAR BAY
-117.98,33.71,24,3430,548.0,1601,512,5.6825,264600,<1H OCEAN
-117.69,33.51,4,1223,275.0,505,244,4.6607,173000,<1H OCEAN
-119.67,36.8,9,3712,508.0,1632,474,6.011,163100,INLAND
-117.26,33.18,9,4540,793.0,2235,746,4.5781,225600,NEAR OCEAN
-121.47,38.58,52,2035,483.0,904,459,2.6976,109300,INLAND
-117.71,33.61,26,3046,726.0,888,663,2.6848,74100,<1H OCEAN
-117.49,34.02,35,2051,427.0,1466,425,3.6711,108200,INLAND
-121.85,37.39,15,8748,1547.0,4784,1524,5.8322,276600,<1H OCEAN
-121.63,37.12,17,1830,398.0,1110,388,2.4821,248200,<1H OCEAN
-121.98,37.35,41,1150,249.0,729,260,3.5491,261100,<1H OCEAN
-117.76,33.53,24,2105,346.0,712,332,10.6349,500001,<1H OCEAN
-121.39,38.62,45,2696,624.0,1059,582,1.8176,160900,INLAND
-117.61,33.43,33,1150,383.0,604,317,2.3545,187500,NEAR OCEAN
-121.82,37.38,32,1650,246.0,768,263,6.8462,320900,<1H OCEAN
-121.99,37.33,35,1802,291.0,841,315,4.8365,313900,<1H OCEAN
-120.45,34.95,10,2207,644.0,2232,543,2.375,98500,<1H OCEAN
-118.28,34.76,19,3430,601.0,1817,571,4.7875,163600,INLAND
-118.37,34.16,10,2606,748.0,1373,680,3.6128,225000,<1H OCEAN
-118.48,34.28,35,2132,368.0,1128,341,5.3107,227100,<1H OCEAN
-118.35,33.93,25,2260,692.0,1603,673,2.11,223300,<1H OCEAN
-122.24,40.18,39,2191,493.0,1307,499,1.6483,60800,INLAND
-121.93,37.89,13,2085,292.0,852,264,7.3445,366700,INLAND
-117.88,33.77,31,2549,355.0,1044,362,6.9737,288800,<1H OCEAN
-122.48,37.64,7,120,21.0,50,27,12.5,281000,NEAR OCEAN
-118.35,33.98,47,2512,461.0,1082,426,3.8235,207600,<1H OCEAN
-120.07,36.74,19,2627,502.0,1295,441,3.087,88200,INLAND
-118.15,33.95,31,1053,230.0,686,211,4.0,263200,<1H OCEAN
-122.34,37.96,33,1817,441.0,1220,389,2.5382,103600,NEAR BAY
-117.78,33.69,16,4702,806.0,2529,814,5.1299,238900,<1H OCEAN
-117.45,34.01,26,3042,598.0,1720,551,2.76,95200,INLAND
-117.31,33.07,21,2035,534.0,948,467,3.2984,369400,NEAR OCEAN
-118.31,34.08,27,1514,510.0,1603,518,2.8971,251100,<1H OCEAN
-117.11,32.91,15,1840,235.0,855,241,7.5992,310600,<1H OCEAN
-120.8,38.51,23,1001,195.0,369,157,3.125,96400,INLAND
-121.82,37.23,25,2349,394.0,1266,383,4.9688,233100,<1H OCEAN
-117.77,33.84,5,4380,715.0,1913,741,6.7274,266400,<1H OCEAN
-118.41,34.01,26,2503,449.0,1218,426,5.3683,500001,<1H OCEAN
-117.64,34.07,38,2450,544.0,1823,536,2.837,111200,INLAND
-118.49,34.42,23,4166,756.0,2082,743,4.4107,213400,<1H OCEAN
-120.08,36.97,13,3356,589.0,1458,601,3.8257,94200,INLAND
-120.98,37.68,18,4197,1006.0,2203,874,2.166,118600,INLAND
-117.14,33.16,16,1660,,733,214,5.6874,202700,<1H OCEAN
-117.34,33.16,24,1006,277.0,610,246,2.25,187500,NEAR OCEAN
-121.0,37.71,52,102,23.0,35,33,2.25,175000,INLAND
-121.88,37.46,5,1819,245.0,802,228,10.9722,500001,<1H OCEAN
-119.98,38.9,16,3109,572.0,885,334,3.5,134700,INLAND
-122.09,38.0,6,10191,1882.0,4377,1789,5.2015,204200,NEAR BAY
-118.28,33.74,16,855,271.0,486,250,0.7591,350000,NEAR OCEAN
-121.14,38.16,14,2591,497.0,1371,479,3.5774,113900,INLAND
-118.21,33.95,43,1500,419.0,1726,440,1.8641,165100,<1H OCEAN
-121.37,38.61,42,945,193.0,460,193,3.7569,127100,INLAND
-122.4,37.68,36,3595,815.0,1649,755,3.3816,253400,NEAR BAY
-117.64,34.02,6,248,47.0,119,42,2.125,416700,INLAND
-117.97,33.84,34,874,153.0,549,153,4.8667,186800,<1H OCEAN
-117.32,34.07,52,1226,269.0,693,272,1.9963,76900,INLAND
-122.48,37.67,14,3395,1059.0,2258,945,2.964,319700,NEAR OCEAN
-118.2,34.06,46,453,119.0,533,132,2.2961,112500,<1H OCEAN
-118.35,33.91,28,2108,534.0,1485,536,4.0775,241400,<1H OCEAN
-120.75,37.37,32,1656,317.0,1037,286,2.4964,88800,INLAND
-122.29,37.92,36,1450,235.0,568,234,6.0,311400,NEAR BAY
-122.0,37.96,28,4071,713.0,2033,647,4.5833,190700,INLAND
-117.88,33.7,16,1505,358.0,835,339,3.8029,205400,<1H OCEAN
-122.15,37.69,38,1246,221.0,637,222,3.6625,184600,NEAR BAY
-121.37,38.39,15,1883,254.0,893,256,6.2575,143500,INLAND
-117.95,34.04,36,1044,200.0,982,205,4.7679,153900,<1H OCEAN
-118.32,33.95,44,2131,360.0,1040,330,5.0912,169800,<1H OCEAN
-117.29,34.12,47,1648,432.0,1308,385,1.2069,68200,INLAND
-117.26,33.02,9,4632,759.0,1724,685,6.3712,369800,NEAR OCEAN
-118.02,34.12,38,1778,288.0,870,281,6.5784,408500,INLAND
-118.26,33.85,25,2324,326.0,1087,328,5.293,207000,<1H OCEAN
-120.98,38.66,9,2073,404.0,916,373,3.225,163300,INLAND
-118.2,33.98,32,1403,399.0,1506,375,2.0,172700,<1H OCEAN
-118.23,33.98,30,2562,959.0,3909,955,1.9929,150600,<1H OCEAN
-118.35,33.89,25,1769,440.0,1371,414,3.0833,232700,<1H OCEAN
-122.11,37.38,36,3598,500.0,1296,533,7.8177,500001,NEAR BAY
-117.86,33.77,39,4159,655.0,1669,651,4.6111,240300,<1H OCEAN
-118.12,34.09,25,4870,1371.0,3518,1296,3.2307,188400,<1H OCEAN
-118.95,35.36,30,2294,508.0,1753,482,2.1078,54700,INLAND
-122.01,36.98,47,1250,249.0,607,234,4.0417,265300,NEAR OCEAN
-119.79,36.84,22,1529,375.0,1543,395,1.7926,51700,INLAND
-120.19,38.03,17,8651,1579.0,2071,757,3.1076,115800,INLAND
-118.1,34.16,46,2863,513.0,1412,498,5.3272,330200,INLAND
-117.08,32.91,9,1547,218.0,683,231,7.5604,327900,<1H OCEAN
-122.28,37.52,27,2958,655.0,1285,577,4.0801,397800,NEAR OCEAN
-118.24,34.07,27,223,80.0,249,82,1.6136,137500,<1H OCEAN
-117.32,34.14,32,1691,353.0,1457,329,1.8438,66600,INLAND
-118.64,34.19,28,3274,571.0,1424,521,4.4167,247300,<1H OCEAN
-121.87,37.46,43,91,12.0,58,16,15.0001,500001,<1H OCEAN
-122.29,37.87,52,2225,460.0,1145,430,2.6165,150000,NEAR BAY
-118.44,34.21,20,5756,1477.0,4031,1369,3.2448,221200,<1H OCEAN
-122.25,38.1,52,1780,373.0,824,317,2.75,109900,NEAR BAY
-122.57,38.02,33,9531,1487.0,3798,1409,5.6512,314000,NEAR BAY
-121.99,37.05,19,2023,392.0,955,328,5.2486,353000,NEAR OCEAN
-121.92,37.64,46,1280,209.0,512,208,5.1406,315600,INLAND
-119.25,34.3,34,1189,220.0,445,203,4.8824,396400,NEAR OCEAN
-118.14,34.01,36,702,210.0,834,216,2.25,162500,<1H OCEAN
-117.52,33.83,22,2397,400.0,1347,403,4.46,189800,INLAND
-118.43,34.18,33,2717,662.0,1546,597,3.9099,267500,<1H OCEAN
-117.04,32.83,8,2205,348.0,777,341,6.0266,177400,<1H OCEAN
-122.23,37.8,52,783,184.0,488,186,1.9375,126600,NEAR BAY
-118.29,34.0,52,2579,494.0,1558,458,2.0809,109600,<1H OCEAN
-122.46,37.78,52,3429,773.0,1584,696,3.7887,500001,NEAR BAY
-116.24,33.71,10,9033,2224.0,5525,1845,2.7598,95000,INLAND
-122.01,37.92,18,2808,337.0,1038,337,8.3956,353600,NEAR BAY
-117.66,33.61,21,1932,266.0,860,286,7.1497,274000,<1H OCEAN
-117.49,33.99,21,2050,392.0,1153,336,4.84,116400,INLAND
-122.05,37.95,34,1408,277.0,738,269,4.175,169400,NEAR BAY
-119.07,35.27,25,3081,635.0,1830,591,2.5804,97900,INLAND
-118.12,33.91,35,620,122.0,381,124,3.7917,183900,<1H OCEAN
-122.5,37.79,52,8,1.0,13,1,15.0001,500001,NEAR BAY
-122.25,37.86,52,1587,444.0,878,449,1.7652,336800,NEAR BAY
-122.14,37.41,35,2419,426.0,949,433,6.4588,437100,NEAR BAY
-119.05,36.07,21,2472,523.0,1238,504,1.7756,62900,INLAND
-122.13,37.44,38,2835,447.0,1148,446,5.9277,446600,NEAR BAY
-117.88,33.84,34,1410,214.0,837,240,6.1168,213900,<1H OCEAN
-121.94,37.24,35,1484,244.0,664,238,4.675,245300,<1H OCEAN
-121.3,38.14,17,3507,696.0,1867,709,3.2123,120700,INLAND
-118.84,34.11,12,7508,1058.0,2484,965,5.8788,500001,NEAR OCEAN
-117.23,32.74,16,735,139.0,299,134,4.6354,179200,NEAR OCEAN
-122.63,38.23,37,1966,348.0,875,381,4.0703,223800,<1H OCEAN
-121.63,39.78,28,1677,327.0,770,309,2.6823,93400,INLAND
-117.28,34.13,44,2469,568.0,1363,517,1.8396,77100,INLAND
-120.67,35.62,6,12779,2441.0,6085,2157,3.8661,168100,<1H OCEAN
-122.17,37.88,32,3633,508.0,1393,506,7.6917,401800,NEAR BAY
-117.99,33.9,33,2161,383.0,1235,383,5.6454,202800,<1H OCEAN
-122.3,38.3,44,3690,809.0,1922,736,2.6346,139800,NEAR BAY
-121.3,38.69,13,2135,429.0,779,432,3.6995,134900,INLAND
-118.16,34.69,35,3114,583.0,1974,545,3.9028,126800,INLAND
-118.6,34.07,16,319,59.0,149,64,4.625,433300,<1H OCEAN
-118.13,33.8,41,1509,325.0,821,314,4.0893,223000,<1H OCEAN
-116.99,33.92,26,503,69.0,293,59,3.7083,147500,INLAND
-118.11,33.93,35,2670,493.0,1196,488,3.8427,283500,<1H OCEAN
-118.3,33.81,17,5544,1068.0,3008,1038,5.322,282700,<1H OCEAN
-116.97,32.8,15,3927,1018.0,2204,977,2.4367,111400,<1H OCEAN
-117.76,33.86,14,3666,442.0,1400,433,10.1316,500001,<1H OCEAN
-118.38,34.02,31,1893,450.0,819,426,4.3077,140600,<1H OCEAN
-121.65,36.69,21,7884,2011.0,4907,1919,2.7367,160300,<1H OCEAN
-118.25,34.12,21,739,265.0,861,246,2.4856,181300,<1H OCEAN
-120.49,37.3,35,1313,324.0,1350,343,1.75,57600,INLAND
-122.03,38.25,35,1940,384.0,1177,403,3.1389,101100,INLAND
-121.04,37.66,11,1658,301.0,913,298,4.1705,162800,INLAND
-122.72,38.47,29,1706,415.0,990,394,1.9932,164800,<1H OCEAN
-121.84,39.75,29,4362,1053.0,2053,1000,1.7284,74500,INLAND
-122.33,40.48,26,695,126.0,319,124,3.2788,101600,INLAND
-117.06,33.02,17,2635,389.0,994,359,5.8966,261500,<1H OCEAN
-118.39,34.12,29,6447,1012.0,2184,960,8.2816,500001,<1H OCEAN
-114.62,33.62,26,18,3.0,5,3,0.536,275000,INLAND
-117.83,33.82,23,1100,285.0,940,267,3.6953,150000,<1H OCEAN
-118.32,34.03,47,1734,453.0,1272,438,3.1731,121500,<1H OCEAN
-122.24,37.8,49,2838,749.0,1487,677,2.5238,169300,NEAR BAY
-117.25,32.94,16,4755,807.0,1829,756,6.7694,425900,NEAR OCEAN
-121.24,38.79,15,2615,485.0,1063,428,3.7904,173200,INLAND
-117.74,33.46,9,6564,1316.0,1720,904,4.89,454100,<1H OCEAN
-121.78,37.31,25,2093,297.0,983,338,6.4664,271500,<1H OCEAN
-117.95,33.82,29,2929,640.0,1618,584,3.6875,213200,<1H OCEAN
-121.25,38.0,21,446,73.0,182,57,2.8958,135000,INLAND
-117.24,33.85,8,1031,201.0,606,179,2.8194,136300,INLAND
-118.35,34.08,52,2877,721.0,1186,704,3.2645,175000,<1H OCEAN
-118.25,34.02,33,1676,525.0,2564,515,2.1957,100800,<1H OCEAN
-117.33,34.12,38,1703,385.0,1356,363,2.0391,70400,INLAND
-122.08,37.15,23,506,96.0,264,89,7.1366,273900,NEAR OCEAN
-118.04,33.97,34,1759,431.0,1282,391,3.0491,158200,<1H OCEAN
-121.82,38.02,46,176,43.0,101,40,2.2361,93800,INLAND
-116.77,32.82,16,3688,817.0,1969,767,2.875,222900,<1H OCEAN
-118.08,34.0,32,1165,358.0,997,361,0.9817,166300,<1H OCEAN
-118.28,34.09,38,790,275.0,664,194,3.0357,175000,<1H OCEAN
-117.02,32.8,31,2692,445.0,1129,450,4.4583,170000,<1H OCEAN
-118.22,34.09,40,1081,282.0,970,263,1.875,150000,<1H OCEAN
-117.1,33.0,5,15502,2613.0,7417,2358,5.9094,261100,<1H OCEAN
-119.02,36.06,41,2279,538.0,1908,511,1.3952,43100,INLAND
-118.3,34.06,23,2512,1203.0,3720,1118,1.7896,322200,<1H OCEAN
-122.38,40.58,34,1262,267.0,520,259,1.6983,72600,INLAND
-122.44,37.8,52,3149,719.0,1145,658,4.625,500001,NEAR BAY
-121.91,36.63,42,817,194.0,391,193,2.1776,279200,<1H OCEAN
-120.98,37.65,36,826,167.0,432,150,2.5,103100,INLAND
-118.15,33.85,36,1435,249.0,606,234,4.1439,212600,<1H OCEAN
-117.53,33.97,29,1430,273.0,872,283,4.0833,141000,INLAND
-122.06,37.96,37,1784,313.0,788,304,4.2917,189600,NEAR BAY
-117.19,34.08,22,2467,555.0,1567,494,2.6536,84700,INLAND
-122.99,39.02,14,1582,301.0,851,273,3.45,164100,<1H OCEAN
-118.09,33.96,36,1116,229.0,719,233,3.425,163200,<1H OCEAN
-118.85,35.2,17,2783,678.0,2566,641,1.9907,51200,INLAND
-117.55,34.25,39,1578,317.0,872,322,4.555,153100,INLAND
-117.67,34.1,28,1263,248.0,601,219,3.875,174000,INLAND
-123.23,39.77,25,2075,435.0,991,377,1.2281,60300,INLAND
-118.42,37.35,21,3302,557.0,1413,520,4.375,180400,INLAND
-122.56,37.9,48,1550,253.0,641,276,8.634,463500,NEAR BAY
-117.07,32.61,10,1686,414.0,1000,391,2.1765,128400,NEAR OCEAN
-118.42,34.02,34,2995,942.0,2626,947,2.2402,450000,<1H OCEAN
-120.16,39.14,21,2484,460.0,309,144,3.9722,127800,INLAND
-118.21,33.92,28,2949,1003.0,4551,930,1.9026,131900,<1H OCEAN
-117.82,33.75,24,893,209.0,342,197,2.8261,146500,<1H OCEAN
-118.11,33.92,34,1414,263.0,983,264,4.1767,156600,<1H OCEAN
-122.05,37.33,21,2052,346.0,933,351,5.3167,416300,<1H OCEAN
-117.27,34.4,8,6042,979.0,3031,991,3.3438,124400,INLAND
-121.77,38.67,45,2438,462.0,1415,510,2.8351,107200,INLAND
-122.2,37.43,38,3626,528.0,1350,532,7.3681,500001,NEAR OCEAN
-118.7,34.3,23,2831,406.0,1284,393,6.1383,244100,<1H OCEAN
-121.4,38.62,28,3671,886.0,1733,820,2.2292,113200,INLAND
-122.48,38.48,29,2278,397.0,765,322,4.6379,348200,INLAND
-118.29,33.71,40,1933,475.0,902,412,4.25,332800,NEAR OCEAN
-117.97,34.07,20,2063,496.0,1573,468,3.2,157100,<1H OCEAN
-121.82,38.0,30,3268,567.0,1714,565,4.4583,131000,INLAND
-118.04,33.85,24,2233,347.0,1162,355,5.6094,279200,<1H OCEAN
-117.87,34.11,34,1324,211.0,799,228,4.5234,192200,<1H OCEAN
-117.36,33.98,33,2070,469.0,1851,467,2.4667,80700,INLAND
-118.14,33.95,44,1812,338.0,822,314,6.7744,294100,<1H OCEAN
-121.88,36.58,29,4910,871.0,3438,904,4.0432,450000,NEAR OCEAN
-121.95,37.3,21,4193,1068.0,2487,1011,3.7188,293000,<1H OCEAN
-118.26,34.15,14,2981,894.0,1941,863,3.0,178600,<1H OCEAN
-118.18,34.09,44,1688,426.0,1605,384,3.3785,184900,<1H OCEAN
-117.19,32.75,52,25,5.0,13,5,0.536,162500,NEAR OCEAN
-118.35,33.95,45,1076,213.0,781,238,3.95,164000,<1H OCEAN
-120.59,37.59,36,291,48.0,124,47,5.6945,154200,INLAND
-117.91,34.12,33,1391,309.0,1038,298,4.1944,149500,<1H OCEAN
-118.36,34.05,45,2283,,1093,475,2.5658,252000,<1H OCEAN
-117.9,33.97,23,7353,1255.0,4014,1124,5.4155,213200,<1H OCEAN
-117.93,33.74,5,639,197.0,666,197,3.3017,87500,<1H OCEAN
-118.13,34.11,52,2568,345.0,1102,345,9.1373,500001,<1H OCEAN
-117.75,34.07,52,1279,213.0,444,204,5.2269,161000,INLAND
-118.12,33.9,35,3478,730.0,1885,673,2.9375,206500,<1H OCEAN
-117.97,33.83,22,3310,688.0,1807,674,4.0185,200900,<1H OCEAN
-121.29,38.0,12,4038,1074.0,3440,942,1.9698,112300,INLAND
-118.06,34.12,25,3891,848.0,1848,759,3.6639,248100,INLAND
-121.47,38.61,31,1072,,781,281,1.6563,65800,INLAND
-122.04,37.95,29,866,138.0,341,133,4.7188,197100,NEAR BAY
-117.68,35.65,15,2701,576.0,1245,513,3.3269,81900,INLAND
-121.97,37.35,35,1249,232.0,556,247,3.925,287100,<1H OCEAN
-118.36,33.89,40,756,122.0,371,130,5.0299,329200,<1H OCEAN
-119.69,34.42,17,1826,544.0,1325,532,1.2762,253600,<1H OCEAN
-121.95,37.21,20,2345,322.0,890,276,10.0187,500001,<1H OCEAN
-118.02,33.94,23,4815,1081.0,3232,1016,3.488,191800,<1H OCEAN
-121.23,39.27,11,1265,224.0,573,205,3.3603,162500,INLAND
-118.11,34.07,39,1270,299.0,1073,278,3.3088,186600,<1H OCEAN
-122.49,37.59,35,2683,475.0,1498,484,5.1282,262500,NEAR OCEAN
-120.31,36.65,24,943,209.0,514,156,2.25,76600,INLAND
-118.03,33.84,28,3857,857.0,2328,830,4.0156,196000,<1H OCEAN
-122.03,37.96,20,2636,691.0,1142,627,2.1083,162500,NEAR BAY
-122.59,37.97,46,4036,856.0,1872,833,4.5625,275200,NEAR OCEAN
-117.78,33.76,25,2260,261.0,719,254,11.4537,500001,<1H OCEAN
-118.41,34.24,38,490,101.0,402,100,3.125,175900,<1H OCEAN
-118.28,34.01,50,2601,794.0,3080,770,1.8656,122900,<1H OCEAN
-117.77,34.08,27,5929,932.0,2817,828,6.0434,214800,INLAND
-122.48,37.74,52,2453,508.0,1056,453,3.6859,311800,NEAR OCEAN
-121.27,37.97,39,1023,243.0,550,224,1.1141,54400,INLAND
-121.3,37.95,9,674,242.0,575,193,2.2024,45000,INLAND
-117.3,33.06,24,2171,511.0,870,442,3.194,276300,NEAR OCEAN
-119.84,36.85,8,3791,487.0,1424,475,10.5144,345900,INLAND
-122.25,37.79,39,461,129.0,381,123,1.6,112500,NEAR BAY
-121.95,37.96,18,2739,393.0,1072,374,6.1436,259500,INLAND
-118.42,34.26,36,973,221.0,1086,218,3.4519,143300,<1H OCEAN
-117.89,34.11,27,2434,535.0,1623,498,3.6875,140200,<1H OCEAN
-122.78,38.41,43,1351,277.0,1011,297,2.5917,144000,<1H OCEAN
-117.98,33.9,6,1537,347.0,506,280,4.8264,146800,<1H OCEAN
-116.99,32.79,33,2420,393.0,1003,397,4.0658,165100,<1H OCEAN
-117.91,33.63,30,2071,412.0,1081,412,4.9125,335700,<1H OCEAN
-118.43,34.05,52,1693,290.0,727,305,6.7115,500001,<1H OCEAN
-119.34,36.32,14,1204,227.0,633,247,3.925,83800,INLAND
-115.56,32.78,46,2511,490.0,1583,469,3.0603,70800,INLAND
-122.29,37.54,43,2268,438.0,1151,449,4.9091,293200,NEAR OCEAN
-122.18,37.7,36,2639,533.0,1209,519,4.0268,205500,NEAR BAY
-122.23,37.79,30,999,264.0,1011,263,1.8854,137500,NEAR BAY
-119.29,36.32,33,2107,451.0,1364,442,2.2024,67200,INLAND
-117.92,33.68,25,2017,454.0,1024,428,4.4732,245600,<1H OCEAN
-118.06,33.72,22,4311,531.0,1426,533,9.8177,500001,NEAR OCEAN
-122.3,37.88,52,409,97.0,208,98,1.6971,138800,NEAR BAY
-118.36,34.09,34,2832,883.0,1594,843,1.7558,312500,<1H OCEAN
-117.68,33.59,8,2327,263.0,899,236,14.9009,500001,<1H OCEAN
-121.94,37.31,5,2364,578.0,1102,502,5.2642,246400,<1H OCEAN
-119.17,34.18,38,3221,783.0,2792,736,2.9118,172400,NEAR OCEAN
